Date,Humidity,Temperature
2018-08-07 04:42:10,57,34
2018-08-07 04:42:17,57,34
2018-08-07 04:42:24,57,33
2018-08-07 04:42:31,57,34
2018-08-07 04:42:38,57,34
2018-08-07 04:42:45,57,33
2018-08-07 04:42:52,57,34
2018-08-07 04:42:59,57,33
2018-08-07 04:43:06,57,34
2018-08-07 04:43:13,57,34
2018-08-07 04:43:20,57,34
2018-08-07 04:43:27,57,34
2018-08-07 04:43:34,57,34
2018-08-07 04:43:41,57,33
2018-08-07 04:43:48,57,34
2018-08-07 04:43:55,57,34
2018-08-07 04:44:02,57,34
2018-08-07 04:44:08,57,34
2018-08-07 04:44:15,57,34
2018-08-07 04:44:22,57,34
2018-08-07 04:44:29,57,34
2018-08-07 04:44:36,57,34
2018-08-07 04:44:43,57,34
2018-08-07 04:44:50,56,34
2018-08-07 04:44:57,56,34
2018-08-07 04:45:03,56,34
2018-08-07 04:45:10,56,34
2018-08-07 04:45:17,56,34
2018-08-07 04:45:24,56,34
2018-08-07 04:45:31,56,34
2018-08-07 04:45:38,56,34
2018-08-07 04:45:45,56,34
2018-08-07 04:45:52,56,34
2018-08-07 04:45:59,56,33
2018-08-07 04:46:06,56,33
2018-08-07 04:46:13,56,33
2018-08-07 04:46:20,52,34
2018-08-07 04:46:27,47,33
2018-08-07 04:46:34,47,33
2018-08-07 04:46:41,40,33
2018-08-07 04:46:48,41,33
2018-08-07 04:46:55,41,33
2018-08-07 04:47:02,41,33
2018-08-07 04:47:09,41,33
2018-08-07 04:47:16,41,33
2018-08-07 04:47:23,41,32
2018-08-07 04:47:30,41,32
2018-08-07 04:47:37,42,32
2018-08-07 04:47:44,42,32
2018-08-07 04:47:51,42,31
2018-08-07 04:47:58,42,32
2018-08-07 04:48:05,42,31
2018-08-07 04:48:12,42,31
2018-08-07 04:48:19,43,31
2018-08-07 04:48:26,43,31
2018-08-07 04:48:33,44,31
2018-08-07 04:48:40,44,31
2018-08-07 04:48:47,44,31
2018-08-07 04:48:54,42,30
2018-08-07 04:49:01,42,30
2018-08-07 04:49:07,42,30
2018-08-07 04:49:13,43,30
2018-08-07 04:49:19,43,30
2018-08-07 04:49:25,43,30
2018-08-07 04:49:32,45,30
2018-08-07 04:49:39,46,30
2018-08-07 04:49:45,47,30
2018-08-07 04:49:52,47,30
2018-08-07 04:49:59,48,30
2018-08-07 04:50:06,48,30
2018-08-07 04:50:13,48,29
2018-08-07 04:50:20,48,29
2018-08-07 04:50:27,48,29
2018-08-07 04:50:34,48,29
2018-08-07 04:50:41,47,29
2018-08-07 04:50:48,47,29
2018-08-07 04:50:55,47,29
2018-08-07 04:51:02,47,29
2018-08-07 04:51:09,48,29
2018-08-07 04:51:16,48,29
2018-08-07 04:51:23,48,29
2018-08-07 04:51:30,48,28
2018-08-07 04:51:37,48,28
2018-08-07 04:51:44,49,29
2018-08-07 04:51:51,48,28
2018-08-07 04:51:58,48,29
2018-08-07 04:52:05,48,29
2018-08-07 04:52:12,47,28
2018-08-07 04:52:19,48,29
2018-08-07 04:52:26,49,29
2018-08-07 04:52:33,48,28
2018-08-07 04:52:40,48,28
2018-08-07 04:52:47,50,29
2018-08-07 04:52:54,49,29
2018-08-07 04:53:00,49,29
